child_id,name,min,s,time,zem,cat,brush,tima,gimo,ball,manu,car,utterance
XS_1634,brush,12,56.7,776.7,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1634,ball,13,41.1,821.1,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1634,tima,14,17.6,857.6,NA,NA,NA,1,NA,NA,NA,NA,can you give mommy the tima?
XS_1634,ball,14,39.9,879.9,NA,NA,NA,NA,NA,NA,NA,NA,you going to play with the ball?
XS_1634,tima,14,48.1,888.1,NA,NA,NA,1,NA,NA,NA,NA,here's the tima?
XS_1634,car,14,54.1,894.1,NA,NA,NA,NA,NA,NA,NA,NA,where does a car go?
XS_1634,car,15,2.3,902.3,NA,NA,NA,NA,NA,NA,NA,NA,Avery can you put the car back?
XS_1634,car,15,4.2,904.2,NA,NA,NA,NA,NA,NA,NA,NA,can you put the car in the box?
XS_1634,car,15,6.5,906.5,NA,NA,NA,1,NA,NA,NA,NA,can you put the car in the box?
XS_1634,car,15,16.3,916.3,NA,NA,NA,1,NA,NA,NA,NA,can you put the car in the box Avery?
XS_1634,ball,15,20.8,920.8,NA,NA,NA,NA,NA,NA,NA,NA,that's ball.
XS_1634,manu,15,23.2,923.2,NA,NA,NA,NA,NA,NA,1,NA,look this is the manu.
XS_1634,manu,15,24.1,924.1,NA,NA,NA,NA,NA,NA,1,NA,the manu goes where the manu picture is.
XS_1634,manu,15,25,925,NA,NA,NA,NA,NA,NA,1,NA,
XS_1634,car,15,27.3,927.3,1,NA,NA,NA,NA,NA,NA,NA,so where does the car go?
XS_1635,zem,0,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,that's a zem.
XS_1635,zem,0,14.9,14.9,NA,NA,NA,NA,NA,NA,NA,NA,a zem yeah.
XS_1635,zem,0,31.3,31.3,1,NA,NA,NA,NA,NA,NA,NA,a zem yeah a zem.
XS_1635,zem,0,42.3,42.3,1,NA,NA,NA,NA,1,NA,NA,the zem.
XS_1635,ball,0,56.2,56.2,NA,NA,NA,NA,NA,1,NA,NA,look at the ball.
XS_1635,car,0,58.1,58.1,NA,NA,NA,NA,NA,1,NA,NA,do you want to see a car?
XS_1635,car,1,1.5,61.5,NA,NA,NA,NA,NA,NA,NA,1,where's the car [xxx]?
XS_1635,manu,1,11.6,71.6,NA,NA,NA,NA,NA,NA,1,NA,do you want look this is a manu.
XS_1635,manu,1,14.4,74.4,NA,NA,NA,NA,NA,NA,1,NA,manu
XS_1635,tima,1,49.9,109.9,NA,NA,NA,NA,NA,NA,NA,NA,that's a tima.
XS_1635,car,2,3.1,123.1,NA,NA,NA,NA,NA,NA,NA,1,look this is our car.
XS_1635,car,2,13.6,133.6,NA,NA,NA,NA,NA,NA,NA,1,should I put this car away?
XS_1635,car,2,14.7,134.7,NA,NA,NA,NA,NA,NA,NA,NA,byebye car.
XS_1635,tima,3,3.8,183.8,NA,NA,NA,NA,NA,NA,NA,NA,Zoen can I have the tima?
XS_1635,tima,3,6,186,NA,NA,NA,NA,NA,NA,NA,NA,can I have that tima?
XS_1635,tima,3,23.7,203.7,NA,NA,NA,NA,NA,NA,NA,NA,can I have the tima?
XS_1635,tima,3,30.3,210.3,NA,NA,NA,NA,NA,NA,NA,NA,Zoen does Zoen want the tima?
XS_1635,tima,3,32.2,212.2,NA,NA,NA,NA,NA,NA,NA,NA,do you want the tima?
XS_1635,brush,3,41.6,221.6,NA,NA,1,NA,NA,NA,NA,NA,I'll have the brush.
XS_1635,brush,3,46.9,226.9,NA,NA,1,NA,NA,NA,NA,NA,do you want the brush?
XS_1635,tima,3,47.9,227.9,NA,NA,1,NA,NA,NA,NA,NA,can I have the tima?
XS_1635,tima,4,22,262,NA,NA,NA,NA,NA,NA,NA,NA,can I have the tima back?
XS_1635,brush,4,29.9,269.9,NA,NA,NA,1,NA,NA,NA,NA,and the brush.
XS_1635,brush,4,49.3,289.3,NA,NA,NA,NA,NA,NA,NA,NA,oh you want to brush your pants.
XS_1635,brush,4,51.3,291.3,NA,NA,NA,NA,NA,NA,NA,NA,brush your knees a little bit.
XS_1635,zem,5,32.2,332.2,1,NA,NA,NA,NA,NA,NA,NA,byebye zem.
XS_1635,zem,5,45.8,345.8,NA,NA,NA,NA,NA,NA,NA,NA,where is the zem?
XS_1635,brush,5,57.8,357.8,NA,NA,NA,NA,NA,NA,NA,NA,can you put the brush in the can you put the brush in the house?
XS_1635,brush,5,59.1,359.1,NA,NA,1,NA,NA,NA,NA,NA,
XS_1635,zem,6,5,365,NA,NA,1,NA,NA,NA,NA,NA,where's the zem?
XS_1635,zem,6,6.6,366.6,NA,NA,1,NA,NA,NA,NA,NA,can you get the zem?
XS_1635,brush,6,12.8,372.8,1,NA,NA,NA,NA,NA,NA,NA,can I have the brush?
XS_1635,ball,6,53.1,413.1,NA,NA,NA,NA,NA,1,NA,NA,here look let's get the ball.
XS_1635,ball,6,56.9,416.9,NA,NA,NA,NA,NA,1,NA,NA,can I put the ball in the house?
XS_1635,ball,7,3.6,423.6,NA,NA,NA,NA,NA,1,NA,NA,Zoen can you put the ball in the house?
XS_1635,ball,7,9.8,429.8,NA,NA,NA,NA,NA,1,NA,NA,can you put the ball in the house?
XS_1635,ball,7,25.2,445.2,NA,NA,NA,NA,NA,1,NA,NA,can you put the ball in the house?
XS_1635,manu,7,36.4,456.4,NA,NA,NA,NA,NA,NA,1,NA,how about the manu?
XS_1635,manu,7,37.7,457.7,NA,NA,NA,NA,NA,NA,1,NA,can you put the manu in the house?
XS_1635,manu,7,52.4,472.4,NA,NA,NA,NA,NA,NA,NA,NA,do you want to be in the house with the manu?
XS_1635,manu,8,40.1,520.1,NA,NA,NA,NA,NA,NA,1,NA,let's fix the manu.
XS_1635,ball,9,42.5,582.5,NA,NA,NA,NA,NA,1,NA,NA,how about the ball?
XS_1635,ball,10,13.2,613.2,NA,NA,NA,NA,NA,1,NA,NA,let's try to hold the ball with the tima.
XS_1635,tima,10,13.9,613.9,NA,NA,NA,NA,NA,1,NA,NA,
XS_1635,tima,10,16.4,616.4,NA,NA,NA,NA,NA,NA,NA,NA,[xxx] the tima.
XS_1635,ball,10,17.7,617.7,NA,NA,NA,NA,NA,NA,NA,NA,hold the ball.
XS_1635,ball,10,28,628,NA,NA,NA,NA,NA,1,NA,NA,can you get the ball with the tima?
XS_1635,tima,10,28.7,628.7,NA,NA,NA,NA,NA,1,NA,NA,
XS_1635,ball,10,59.3,659.3,NA,NA,NA,NA,NA,NA,NA,NA,I'm going to go get the ball.
XS_1635,ball,11,4.8,664.8,NA,NA,NA,1,NA,NA,NA,NA,do you want the ball?
XS_1635,ball,11,15.5,675.5,NA,NA,NA,NA,NA,NA,NA,NA,Zoen can you get the ball?
XS_1635,tima,11,30.2,690.2,NA,NA,NA,NA,NA,NA,NA,NA,do you want to hold onto the tima?
XS_1638,zem,0,0.6,0.6,1,NA,NA,NA,NA,NA,NA,NA,this is a zem.
XS_1638,zem,0,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,this is a zem.
XS_1638,ball,0,7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,it's a ball.
XS_1638,zem,0,10.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1638,zem,0,18,18,NA,NA,NA,NA,NA,NA,NA,NA,that's a zem.
XS_1638,zem,0,19.1,19.1,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1638,ball,0,22,22,NA,NA,NA,NA,NA,NA,NA,NA,go get the ball.
XS_1638,ball,0,27.3,27.3,NA,NA,NA,NA,NA,NA,NA,NA,okay throw me the ball.
XS_1638,ball,0,28.7,28.7,NA,NA,NA,NA,NA,NA,NA,NA,throw mommy the ball.
XS_1638,zem,0,32.5,32.5,NA,NA,NA,NA,NA,1,NA,NA,where's the zem?
XS_1638,zem,0,37.1,37.1,NA,NA,NA,NA,NA,1,NA,NA,where's the zem?
XS_1638,zem,0,38,38,NA,NA,NA,NA,NA,1,NA,NA,go get the zem.
XS_1638,zem,0,43.5,43.5,NA,NA,NA,NA,NA,NA,NA,NA,okay you just threw the zem.
XS_1638,ball,0,47.4,47.4,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1638,ball,0,58.2,58.2,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1638,ball,0,59.6,59.6,NA,NA,NA,NA,NA,NA,NA,NA,can you say ball?
XS_1638,ball,1,3.9,63.9,NA,NA,NA,NA,NA,1,NA,NA,oh can you say ball?
XS_1638,zem,1,6.9,66.9,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1638,zem,1,9.5,69.5,NA,NA,NA,NA,NA,NA,NA,NA,can you say zem?
XS_1638,zem,1,13.2,73.2,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1638,zem,1,17.6,77.6,1,NA,NA,NA,NA,NA,NA,NA,throw the zem and the ball.
XS_1638,zem,1,18,78,1,NA,NA,NA,NA,NA,NA,NA,
XS_1638,ball,1,18.5,78.5,1,NA,NA,NA,NA,NA,NA,NA,
XS_1638,car,1,25.8,85.8,NA,NA,NA,NA,NA,NA,NA,1,look car.
XS_1638,car,1,28,88,NA,NA,NA,NA,NA,NA,NA,1,car.
XS_1638,manu,1,48.1,108.1,NA,NA,NA,NA,NA,NA,1,NA,manu.
XS_1638,manu,1,49.5,109.5,NA,NA,NA,NA,NA,NA,1,NA,look at the manu.
XS_1638,manu,1,53.6,113.6,NA,NA,NA,NA,NA,NA,NA,NA,do you want to play with the manu?
XS_1638,manu,1,55.3,115.3,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1638,manu,2,4.5,124.5,1,NA,NA,NA,NA,NA,NA,NA,is that a manu?
XS_1638,ball,2,9.2,129.2,1,NA,NA,NA,NA,NA,NA,NA,are you hitting the ball with the manu?
XS_1638,manu,2,9.7,129.7,1,NA,NA,NA,NA,NA,NA,NA,
XS_1638,ball,2,13.4,133.4,1,NA,NA,NA,NA,NA,NA,NA,not the wall just the ball.
XS_1638,ball,2,27.4,147.4,1,NA,NA,NA,NA,NA,NA,NA,okay yeah you're hitting the ball with the manu.
XS_1638,manu,2,27.9,147.9,1,NA,NA,NA,NA,NA,NA,NA,
XS_1638,manu,2,30.8,150.8,1,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1638,zem,2,33.2,153.2,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,zem,2,35.2,155.2,1,NA,NA,NA,NA,NA,NA,NA,can you find the zem?
XS_1638,zem,2,37.8,157.8,1,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,zem,2,44.4,164.4,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,zem,2,50.5,170.5,1,NA,NA,NA,NA,NA,NA,NA,find the zem.
XS_1638,ball,2,53.5,173.5,NA,NA,NA,NA,NA,NA,NA,NA,that's a ball.
XS_1638,manu,2,58.8,178.8,NA,NA,NA,NA,NA,1,NA,NA,that's a manu.
XS_1638,car,3,3.8,183.8,NA,NA,NA,NA,NA,1,NA,NA,car.
XS_1638,manu,3,11.1,191.1,NA,NA,NA,NA,NA,NA,NA,NA,it's not a hammer it's a manu.
XS_1638,zem,3,16.9,196.9,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,zem,3,17.4,197.4,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1638,zem,3,18.3,198.3,NA,NA,NA,NA,NA,NA,NA,NA,there's the zem yes.
XS_1638,zem,3,20.1,200.1,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1638,brush,3,29.7,209.7,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1638,brush,3,32.4,212.4,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1638,brush,3,36.9,216.9,NA,NA,NA,NA,NA,NA,NA,NA,trying to brush your hair?
XS_1638,brush,3,39,219,NA,NA,NA,NA,NA,NA,NA,NA,brush brush brush.
XS_1638,brush,3,39.4,219.4,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1638,brush,3,39.7,219.7,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1638,zem,3,43.9,223.9,NA,NA,NA,NA,NA,NA,NA,NA,where'd the zem go?
XS_1638,manu,3,47.3,227.3,NA,NA,NA,NA,NA,NA,NA,NA,that's the manu.
XS_1638,brush,3,51.5,231.5,NA,NA,NA,NA,NA,NA,NA,NA,brush yes.
XS_1638,manu,3,55.9,235.9,NA,NA,NA,NA,NA,NA,NA,NA,that's the manu.
XS_1638,brush,4,11.3,251.3,NA,NA,NA,NA,NA,NA,NA,1,brushing your hair.
XS_1638,brush,4,13,253,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1638,brush,4,15.6,255.6,NA,NA,NA,NA,NA,NA,NA,NA,can you say can you say brush?
XS_1638,brush,4,18.8,258.8,NA,NA,NA,NA,NA,NA,NA,NA,can you say brush?
XS_1638,car,4,21.9,261.9,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1638,car,4,23.2,263.2,NA,NA,NA,NA,NA,NA,NA,NA,show mommy where the car is.
XS_1638,car,4,24.6,264.6,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1638,car,4,26.5,266.5,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1638,tima,4,33.5,273.5,NA,NA,NA,1,NA,NA,NA,NA,do you want the tima?
XS_1638,tima,4,35.6,275.6,NA,NA,NA,1,NA,NA,NA,NA,here's a tima.
XS_1638,tima,4,39.8,279.8,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1638,tima,4,46.5,286.5,NA,NA,NA,NA,NA,NA,NA,NA,can you say tima?
XS_1638,tima,4,48.9,288.9,NA,NA,NA,NA,NA,1,NA,NA,tima.
XS_1638,zem,5,2.1,302.1,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,tima,5,14.4,314.4,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1638,tima,5,16.5,316.5,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1638,tima,5,20.2,320.2,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1638,zem,5,33.8,333.8,NA,NA,NA,NA,NA,NA,NA,NA,buddy where's the zem?
XS_1638,zem,5,35.9,335.9,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem.
XS_1638,zem,5,37.9,337.9,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,car,5,45.6,345.6,NA,NA,NA,NA,NA,NA,NA,NA,that's a car.
XS_1638,car,5,49.1,349.1,NA,NA,NA,NA,NA,NA,NA,NA,that's a car.
XS_1638,car,5,52.6,352.6,NA,NA,NA,NA,NA,NA,NA,NA,what does a car say?
XS_1638,car,5,57.5,357.5,NA,NA,NA,NA,NA,NA,NA,NA,what's a car say?
XS_1638,brush,6,3.9,363.9,NA,NA,NA,NA,NA,NA,NA,NA,where's the brush?
XS_1638,brush,6,6.6,366.6,NA,NA,NA,NA,NA,NA,NA,NA,show mommy the brush.
XS_1638,brush,6,11,371,NA,NA,NA,NA,NA,NA,NA,NA,where's the brush?
XS_1638,tima,6,12.9,372.9,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1638,brush,6,16.2,376.2,NA,NA,NA,NA,NA,1,NA,NA,brush.
XS_1638,zem,6,24.9,384.9,NA,NA,NA,1,NA,NA,NA,NA,is this a zem?
XS_1638,tima,6,34.6,394.6,NA,NA,1,1,NA,NA,NA,NA,is this a tima?
XS_1638,tima,6,44.6,404.6,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1638,ball,7,0.4,420.4,NA,NA,NA,1,NA,NA,NA,NA,where's the ball?
XS_1638,ball,7,2.5,422.5,NA,NA,NA,1,NA,NA,NA,NA,where's the ball?
XS_1638,ball,7,4.2,424.2,NA,NA,NA,NA,NA,NA,NA,NA,go get the ball for mommy.
XS_1638,ball,7,6.2,426.2,NA,NA,NA,NA,NA,NA,NA,NA,get the ball for mommy.
XS_1638,ball,7,14.3,434.3,NA,NA,NA,NA,NA,NA,NA,NA,get the ball.
XS_1638,ball,7,20.2,440.2,NA,NA,NA,NA,NA,NA,NA,NA,go get the ball buddy.
XS_1638,ball,7,23.6,443.6,NA,NA,NA,NA,NA,NA,NA,NA,throw ball.
XS_1638,manu,7,27.9,447.9,NA,NA,NA,NA,NA,NA,NA,NA,where's the manu?
XS_1638,manu,7,30.8,450.8,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1638,tima,8,4.5,484.5,NA,NA,NA,NA,NA,NA,NA,NA,where's the tima?
XS_1638,manu,8,21.1,501.1,NA,NA,NA,NA,NA,NA,NA,NA,where's the manu?
XS_1638,manu,8,22.7,502.7,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1638,ball,8,24.1,504.1,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1638,ball,8,25.2,505.2,NA,NA,NA,NA,NA,NA,NA,NA,go get your ball.
XS_1638,ball,8,51.8,531.8,NA,NA,NA,NA,NA,NA,NA,NA,throw mommy the ball.
XS_1638,ball,9,22.1,562.1,NA,NA,NA,NA,NA,NA,NA,NA,can you say ball?
XS_1638,ball,9,29.9,569.9,NA,NA,NA,NA,NA,NA,NA,NA,can you say ball?
XS_1638,zem,9,40.6,580.6,NA,NA,NA,NA,NA,1,NA,NA,can you say zem?
XS_1638,zem,9,42.7,582.7,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,ball,9,44.3,584.3,NA,NA,NA,NA,NA,NA,NA,NA,yeah that's ball.
XS_1638,ball,9,44.8,584.8,NA,NA,NA,NA,NA,NA,NA,NA,ball is on the ground.
XS_1638,ball,9,56.2,596.2,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball?
XS_1638,ball,10,24.5,624.5,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1638,ball,10,28.9,628.9,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1638,manu,10,49.8,649.8,NA,NA,NA,NA,NA,NA,NA,NA,is that the manu?
XS_1638,manu,10,51.1,651.1,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1638,manu,10,53.3,653.3,NA,NA,NA,NA,NA,NA,NA,NA,this is a manu.
XS_1638,brush,11,4.1,664.1,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1638,brush,11,6.8,666.8,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1638,zem,11,51.9,711.9,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,zem,11,53,713,NA,NA,NA,NA,NA,NA,NA,NA,did you find the zem again?
XS_1638,brush,11,56.5,716.5,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1638,brush,11,58.8,718.8,1,NA,NA,NA,NA,NA,NA,1,where's a brush?
XS_1638,zem,11,59.9,719.9,1,NA,NA,NA,NA,NA,NA,1,zem.
XS_1638,zem,12,11,731,1,NA,NA,NA,NA,NA,NA,NA,here's the zem.
XS_1638,zem,12,12.2,732.2,1,NA,NA,NA,NA,NA,NA,NA,zem zem zem.
XS_1638,zem,12,12.5,732.5,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1638,zem,12,12.7,732.7,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1638,zem,12,13.4,733.4,NA,NA,NA,NA,NA,NA,NA,NA,zem zem zem.
XS_1638,zem,12,13.7,733.7,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1638,zem,12,13.9,733.9,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1638,zem,12,14.1,734.1,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1638,brush,12,19.4,739.4,NA,NA,NA,NA,NA,NA,NA,NA,is that the brush?
XS_1638,zem,12,29.1,749.1,NA,NA,NA,NA,NA,NA,NA,NA,do you want the zem?
XS_1638,tima,12,34.4,754.4,NA,NA,NA,NA,NA,NA,NA,NA,or do you want the tima?
XS_1638,ball,12,50.2,770.2,NA,NA,NA,NA,NA,NA,NA,NA,oh you're hitting the ball with the brush.
XS_1638,brush,12,50.6,770.6,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1638,ball,13,2.5,782.5,NA,NA,NA,NA,NA,NA,NA,NA,hitting the ball with the brush.
XS_1638,brush,13,3.1,783.1,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1638,tima,13,7.6,787.6,NA,NA,NA,NA,NA,NA,NA,NA,can you show mommy where the tima is?
XS_1638,tima,13,8.6,788.6,NA,NA,NA,NA,NA,NA,NA,NA,go get the tima.
XS_1638,tima,13,10.3,790.3,NA,NA,NA,NA,NA,NA,NA,NA,where's the tima?
XS_1638,tima,13,16.7,796.7,NA,NA,NA,NA,NA,NA,NA,NA,where's the tima?
XS_1638,tima,13,17.5,797.5,NA,NA,NA,NA,NA,NA,NA,NA,go get the tima.
XS_1638,tima,13,21.6,801.6,NA,NA,NA,NA,NA,NA,NA,NA,go get the tima.
XS_1638,tima,13,27.1,807.1,NA,NA,NA,NA,NA,NA,NA,NA,where's the tima?
XS_1638,zem,13,34.3,814.3,NA,NA,NA,NA,NA,1,NA,NA,how about the zem?
XS_1638,zem,13,41.3,821.3,NA,NA,NA,NA,NA,NA,NA,NA,how about the zem?
XS_1638,zem,13,42.5,822.5,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,zem,13,43.3,823.3,NA,NA,NA,NA,NA,NA,NA,NA,can you go get the zem?
XS_1638,brush,13,56.5,836.5,NA,NA,NA,NA,NA,NA,NA,NA,you threw the brush.
XS_1638,tima,14,6.8,846.8,NA,NA,NA,NA,NA,1,NA,NA,tima.
XS_1638,tima,14,9.7,849.7,NA,NA,NA,NA,NA,NA,1,NA,can you say tima?
XS_1638,zem,14,12.5,852.5,NA,NA,NA,1,NA,NA,NA,NA,zem.
XS_1638,zem,14,14.4,854.4,NA,NA,NA,1,NA,NA,NA,NA,can you say zem?
XS_1638,tima,14,19.5,859.5,NA,NA,NA,1,NA,NA,NA,NA,where's the tima?
XS_1638,tima,14,24,864,NA,NA,NA,NA,NA,NA,NA,NA,that's the tima.
XS_1638,zem,14,25.2,865.2,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1638,tima,14,35,875,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1638,tima,14,35.6,875.6,NA,NA,NA,NA,NA,NA,NA,NA,tima tima tima.
XS_1638,tima,14,35.8,875.8,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1638,tima,14,36.3,876.3,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1639,brush,0,5.5,5.5,NA,NA,1,NA,NA,NA,NA,NA,is that for brush?
XS_1639,brush,0,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,can you brush mama's hair?
XS_1639,brush,0,15.7,15.7,NA,NA,NA,NA,NA,NA,NA,NA,oh you're brushing your hair.
XS_1639,zem,0,24.6,24.6,1,NA,NA,NA,NA,NA,NA,NA,a zem.
XS_1639,zem,0,29.9,29.9,NA,NA,NA,NA,NA,1,NA,NA, this is a yellow zem.
XS_1639,zem,0,33,33,1,NA,NA,NA,NA,1,NA,NA,a zem.
XS_1639,ball,0,55,55,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1639,ball,0,57.1,57.1,NA,NA,NA,NA,NA,NA,NA,NA,it's a purple ball.
XS_1639,ball,1,1.4,61.4,1,NA,NA,NA,NA,1,NA,NA,
XS_1639,ball,1,11.6,71.6,1,NA,NA,NA,NA,NA,NA,NA,a purple ball.
XS_1639,brush,1,30.2,90.2,NA,NA,1,NA,NA,NA,NA,NA,this is a nice brush.
XS_1639,car,1,39.5,99.5,NA,NA,NA,NA,NA,NA,NA,1,look it's a car.
XS_1639,car,1,42.2,102.2,NA,NA,NA,NA,NA,NA,NA,NA,a car.
XS_1639,car,1,47.8,107.8,1,NA,NA,1,NA,NA,NA,NA,a car.
XS_1639,tima,1,54.8,114.8,NA,NA,NA,1,NA,NA,NA,NA,this is a tima.
XS_1639,car,1,57.9,117.9,NA,NA,NA,1,NA,NA,NA,NA,do you want to see what the car does?
XS_1639,tima,2,12.3,132.3,NA,NA,NA,NA,NA,NA,NA,NA,a tima.
XS_1639,tima,2,25.3,145.3,NA,NA,NA,NA,NA,NA,NA,NA,that's a tima.
XS_1639,brush,2,33.6,153.6,NA,NA,1,NA,NA,NA,NA,NA,oh you want the brush.
XS_1639,brush,2,35.1,155.1,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1639,brush,2,38.8,158.8,NA,NA,NA,NA,NA,NA,NA,1,brush your hair.
XS_1639,brush,2,40.7,160.7,NA,NA,NA,NA,NA,NA,NA,1,brush your hair.
XS_1639,car,2,52.9,172.9,NA,NA,NA,NA,NA,NA,NA,NA,look it's a car.
XS_1639,car,2,54.8,174.8,NA,NA,NA,NA,NA,NA,NA,NA,here's a car.
XS_1639,manu,3,7.2,187.2,NA,NA,NA,NA,NA,NA,NA,NA,a manu.
XS_1639,manu,3,48.4,228.4,NA,NA,NA,NA,NA,NA,NA,NA,oh a manu.
XS_1639,manu,4,5.2,245.2,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1639,ball,4,39.2,279.2,1,NA,NA,NA,NA,NA,NA,NA,oh let's get the ball.
XS_1639,ball,4,40.7,280.7,1,NA,NA,NA,NA,NA,NA,NA,let's get the ball.
XS_1639,ball,4,42.1,282.1,1,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1639,ball,4,45,285,NA,NA,NA,NA,NA,NA,NA,NA,ball and the manu.
XS_1639,manu,4,48.9,288.9,NA,NA,NA,NA,NA,1,NA,NA,
XS_1639,brush,5,4.2,304.2,NA,NA,NA,NA,NA,NA,NA,NA,oh you still want to play with the brush.
XS_1639,tima,5,23.1,323.1,NA,NA,NA,NA,NA,NA,NA,NA,oh this tima is funny.
XS_1639,tima,5,25.5,325.5,NA,NA,NA,NA,NA,NA,NA,NA,funny tima.
XS_1639,ball,5,46.5,346.5,NA,NA,NA,NA,NA,1,NA,NA,get the ball.
XS_1639,ball,5,51,351,NA,NA,NA,1,NA,NA,NA,NA,can you throw the ball to mama?
XS_1639,ball,5,54.6,354.6,NA,NA,NA,1,NA,NA,NA,NA,throw the ball to mommy.
XS_1639,ball,5,58.5,358.5,NA,NA,NA,1,NA,NA,NA,NA,throw the ball to mama.
XS_1639,brush,6,1.3,361.3,NA,NA,NA,1,NA,NA,NA,NA,you're gonna do brush for mama?
XS_1639,brush,6,4.5,364.5,NA,NA,NA,1,NA,NA,NA,NA,brush mama's hair.
XS_1639,ball,6,11.7,371.7,NA,NA,NA,1,NA,1,NA,NA,can you get the ball?
XS_1639,ball,6,13.3,373.3,NA,NA,NA,1,NA,1,NA,NA,you see the ball?
XS_1639,ball,6,31.9,391.9,NA,NA,NA,NA,NA,NA,NA,NA,maybe you can go get the purple ball.
XS_1639,ball,6,34.2,394.2,NA,NA,NA,NA,NA,NA,1,NA,purple ball.
XS_1639,ball,6,39.5,399.5,NA,NA,NA,NA,NA,NA,1,NA,purple ball.
XS_1639,brush,6,41.4,401.4,1,NA,NA,NA,NA,NA,NA,NA,you can brush your hair.
XS_1639,brush,6,43.2,403.2,1,NA,NA,NA,NA,NA,NA,NA,brush mama's hair.
XS_1639,brush,6,46.6,406.6,NA,NA,NA,NA,NA,NA,NA,NA,brush brush.
XS_1639,brush,6,47,407,NA,NA,1,NA,NA,NA,NA,NA,
XS_1639,brush,6,47.8,407.8,NA,NA,1,NA,NA,NA,NA,NA,brush brush.
XS_1639,brush,6,48.1,408.1,NA,NA,1,NA,NA,NA,NA,NA,
XS_1639,brush,6,49.1,409.1,NA,NA,1,NA,NA,NA,NA,NA,brush brush.
